Date,High,Low,Open,Close,Volume,Adj Close
2004-08-19,51.83570861816406,47.80083084106445,49.813289642333984,49.9826545715332,44871361.0,49.9826545715332
2004-08-20,54.336334228515625,50.062355041503906,50.316402435302734,53.9527702331543,22942874.0,53.9527702331543
2004-08-23,56.52811813354492,54.321388244628906,55.168216705322266,54.49573516845703,18342897.0,54.49573516845703
2004-08-24,55.59162902832031,51.59162139892578,55.41230010986328,52.23919677734375,15319808.0,52.23919677734375
2004-08-25,53.7983512878418,51.74604415893555,52.284027099609375,52.802085876464844,9232276.0,52.802085876464844
2004-08-26,53.77344512939453,52.134586334228516,52.27904510498047,53.753517150878906,7128620.0,53.753517150878906
2004-08-27,54.10719299316406,52.64766311645508,53.84816360473633,52.87680435180664,6241307.0,52.87680435180664
2004-08-30,52.548038482666016,50.81453323364258,52.44342803955078,50.81453323364258,5221498.0,50.81453323364258
2004-08-31,51.66136169433594,50.88925552368164,50.95899200439453,50.99386215209961,4941252.0,50.99386215209961
2004-09-01,51.29274368286133,49.648902893066406,51.15824508666992,49.93782043457031,9181687.0,49.93782043457031
2004-09-02,50.99386215209961,49.2852668762207,49.4098014831543,50.565467834472656,15190525.0,50.565467834472656
2004-09-03,50.68003845214844,49.47455596923828,50.28651428222656,49.818267822265625,5176932.0,49.818267822265625
2004-09-07,50.80955123901367,49.619014739990234,50.316402435302734,50.600337982177734,5875340.0,50.600337982177734
2004-09-08,51.3226318359375,50.062355041503906,50.181907653808594,50.95899200439453,5009306.0,50.95899200439453
2004-09-09,51.16322708129883,50.31142044067383,51.07356262207031,50.96397399902344,4081040.0,50.96397399902344
2004-09-10,53.08103942871094,50.46086120605469,50.61029815673828,52.46833419799805,8740238.0,52.46833419799805
2004-09-13,54.002586364746094,53.031227111816406,53.115909576416016,53.549285888671875,7881431.0,53.549285888671875
2004-09-14,55.7908821105957,53.19561004638672,53.524375915527344,55.536834716796875,10880430.0,55.536834716796875
2004-09-15,56.90171813964844,54.89424133300781,55.073570251464844,55.7908821105957,10763995.0,55.7908821105957
2004-09-16,57.68378829956055,55.61653518676758,55.96024703979492,56.7722053527832,9310367.0,56.7722053527832
2004-09-17,58.525630950927734,56.56298828125,56.99636459350586,58.525630950927734,9517541.0,58.525630950927734
2004-09-20,60.572959899902344,58.16697692871094,58.25664138793945,59.4571418762207,10679279.0,59.4571418762207
2004-09-21,59.98516082763672,58.53559494018555,59.68130111694336,58.69997787475586,7263122.0,58.69997787475586
2004-09-22,59.6115608215332,58.1869010925293,58.48080062866211,58.968971252441406,7617245.0,58.968971252441406
2004-09-23,61.086036682128906,58.291507720947266,59.19811248779297,60.18441390991211,8576226.0,60.18441390991211
2004-09-24,61.81829071044922,59.65639114379883,60.24419021606445,59.691261291503906,9166831.0,59.691261291503906
2004-09-27,60.21430206298828,58.6800537109375,59.556766510009766,58.90919494628906,7099712.0,58.90919494628906
2004-09-28,63.462127685546875,59.88055419921875,60.423519134521484,63.193138122558594,17009518.0,63.193138122558594
2004-09-29,67.25790405273438,62.87931442260742,63.113433837890625,65.29525756835938,30661498.0,65.29525756835938
2004-09-30,65.9029769897461,64.25914001464844,64.70745849609375,64.55802154541016,13823420.0,64.55802154541016
2004-10-01,66.86935424804688,64.2093276977539,65.15577697753906,66.0424575805664,15196748.0,66.0424575805664
2004-10-04,68.179443359375,66.7647476196289,67.37247467041016,67.27782440185547,13084661.0,67.27782440185547
2004-10-05,69.00634765625,65.87309265136719,67.07857513427734,68.92664337158203,15044379.0,68.92664337158203
2004-10-06,68.96649932861328,67.7460708618164,68.51817321777344,68.2840576171875,13445007.0,68.2840576171875
2004-10-07,69.67882537841797,68.0200424194336,68.20435333251953,69.1657485961914,14182160.0,69.1657485961914
2004-10-08,69.5792007446289,68.25416564941406,69.10099029541016,68.60784149169922,11122133.0,68.60784149169922
